内容,标签
"我自己先买了一本, 后来又买了2本送给两个最好的朋友, 希望他们和我一样从中领悟到生命更加美好的秘密, 生活更加丰盛的秘密, 身体更加健康的秘密, 以及如果快速的心想事成...我已经看了一遍, 感觉大有启发, 打算再细细品尝一遍, 并开始照书中介绍的方法去做.我有体验过一些小的事情,比如见某个人时候, 预想的情节果真跟真实发生的一样, 神奇吧.",2
1）设施比较简陋2）早餐还算可以3）离市中心比较远,2
酒店很差，虽然挂牌4星，但只有准3星的感觉，房间是很大，但设施一般，灯光太暗。海景房是是远远望去才可以看到。房间里有霉的味道，虽然不强烈。虽然是1月，房间里有蚊子，咬了不少包。440的价格还要加政府税13元多，不包括早餐和宽带，宽带10元一小时，50元一天，早餐是广东式早茶单点，有些浪费时间，算来也要530－550左右，这个价格在上海、北京、广州都可以住很象样的四星。希望Ctrip找好一点的酒店，当地的假日的价格又有点高，虽然没住过但我信任假日的品牌。其他是否可以去找一些比较好的四星？,1
吴瑞君的画很简单，就像自己小时候喜欢在纸上随便的乱涂乱画，画个小鸡，画个乌龟，画个蜻蜓......会很开心，作者的画虽简单却每一幅都刻画出了每个人物在每个情景下的不同表情。看了以后会让我不自觉的嘴角露出一丝微笑，淡淡的，笑过之后却又会让我陷入沉思，漫画里那个人说的是我想的吗？还是已经那样做了？不止我变了，你们，我们，他们，都变了......,2
主要问题就是没有预装windows系统，还要自己买盗版的，比较不爽,0
"酒店服务人员的服务素质有待提高,和入住的房价明显不成正比,我入住的房间床单上有血渍,服务人员居然推托说血渍是湿的,言下之意是我们自己弄上去的,标房里没有冰箱和浴袍,服务人员说因为房间从携程订的,便宜,意思不要计较,晚上烧水突然断电,服务人员又说是我们用了2个热水机烧水导致的.但温泉区的服务人员态度很好,与酒店服务人员的态度有着天壤之别,建议会员们只去泡温泉,不要入住酒店.早饭还可以,以中餐为主",1
房间有味道，服务实在不敢恭维，预订的房间给卖掉，好在给免费升级，还算不错。就是实在可气的是退房后我忘在酒店了衣服，在前台办理手续的时候不予提醒归还，行李存放了将近三个小时后依然没有归还，直到我离开哈尔滨后回到父母家里两天后整理行李的时候才发现，电话过去才说有看到衣服，这样的服务实在是太差，衣服给我寄回来还要我支付快递费用。,0
"哈哈哈哈.....居然还可以继续评论啊那就给满分了下次去了继续住忘记说了,有房内按摸的服务的可惜没时间去试了, 下次去还会住的......",2
还是觉得天友的大红枣酸麦好喝，伊利的不够香，蒙牛的太甜，雪宝的太酸……,0
这本书的版本一般，不敢贸然说是盗版的，但是....貌似.....不过，看看罢了，这书，也没什么收藏的,1
没我想像的那么好，还行吧，我儿子看着还行,0
白色很漂亮，指纹不是很明显，键盘很舒服，电池也不错。。当时就是看好电池和体积小巧，携带方便。,2
安装了XP，感觉很好。所有的驱动官方都提供，各种快捷键的驱动也搞定了。速度很快，挺好。,2
"曾经用过TERO 600,NOKIA6630,用过的感受与大家分享:1 机型: 600非常酷,大气,拿到任何场合绝对给十足的面子;6630初步看有点不习惯,但看久了也比较好看.2 机子反映速度: 尽管600的CPU才160HZ,6630的220HZ,二者差不多，好象600快点,主要表现在软件运行速度上.3 软件的专用性: PALM的更专业,更细致,DOCEMENT要比QUCIOFICE好用4 软件的易用性: 6630容易操作,PALM的大部分软件都是英文的,而塞班的中文的多5 系统稳定性: 塞班比PALM稳定6 电话功能: 塞班比PALM好用7 软件操作的便利性: TREO有键盘+触屏,软件操作过程中比塞班的纯键盘方便的多8 待机时间:我的6630如果连续上网一般是10个小时,970A的电池,屏幕亮度调到最低,600由于屏幕分辨率太低,显示效果不好，没有测试过.9机子的可玩性:各有优势,PALM的软件比较专业,需要研究,塞班的简单,容易掌握.10 机子的手感: TREO好",1
孩子爸打来电话，儿子竟然对他说：爸爸你知道了，这几天我每天都在看《我想念你》，你有没有想念我呀？他爸爸都被搞懵了，儿子怎么这般感性了？听语气都有点哽咽，真是搞笑！,2
挺好看的，模样挺招人喜欢。功能也很齐全，用起来也很舒适。价格比国美那些便宜200吧，因为不送鼠标和原装包包。,2
掌托部位温度比较高，不过测试温度还好，反正不影响速度就OK 其他还好，还有就是说带无线网卡插槽的，找了半天没找出来，京东信息要搞对了,0
"订家庭间入住的是虹口商务酒店,因为到达之后临时改订单,与前台小姐发生了点不愉快,但之后的客房服务以及入住房间的物超所值大大弥补了之前的不快,总的来说,很不错",1
蒙牛笑而不语,0
小汤的书很多，同一版本的名称就有很多样儿，购买起来，一度很迷茫。所以，请当当的工作人员校对，同意口径，让消费者购买起来，不至于云里雾里的。辛苦了。这本书，印刷质量很好。因为是儿子的钢琴老师指定的，所以才到当当网上寻找，拿到书以后觉得不错。唯一遗憾的是，附赠的vcd质量欠佳，孔祥东的讲解总是卡壳。其实也无所谓了，毕竟书才是教材嘛,2
拿房时没大床房了，给我们免费升成套房，这点还蛮满意的。酒店大致不错，有国内五星水准。比国际品牌的要差一点。酒店有点年纪了，维修要加强，比如我们浴室的下水就堵塞不通，这些在客人入住前就该发觉修好。其它都还可以。,2
"幸亏只买了一 本,也只浪费几元钱,我觉得中国人一直很喜欢一窝蜂的看待一些事物,没有自己主观的判断,这本书,怎个胡闹,卡梅拉有什么不一样,不也是下蛋了吗?又如此卑微的下蛋了,这叫自作孽,如果这样教育孩子,让孩子去走弯路,才算不一样了吗?",0
位置尚可，但距离海边的位置比预期的要差的多，只能远远看大海，没有停车场,1
服务员太差，房间很吵，隔音不好，房间味道很重，很一般，不如稀土国际大酒店好，收费有低，还是四星，服务很好，离火车站方便,0
此款手机表现还算满意，手写屏，有手写输入，拼音输入，颜色不错，手写速度也可以接受。,2
学习是必要的，也是痛苦的。 让学习变成一件快乐的事情，其价值是意义非凡的！这本书给你一个通信的全景知识，大量的幽默的类比说明，让你快速明白一个原理的真正内涵是什么，而你在获得这个知识的同时，也体验到了轻松愉快的幽默。中国人一向喜欢把知识搞得严肃而庄重，让热爱学习的我等凡夫俗子望而却步，感谢此书的作者，让我可以把学习当作一件有趣的消遣。期望作者出版更多的关于通信方面的专著！,2
看了两边，第一感觉是--很一般。内容上，真不敢苟同，还号称是学术明星，于丹的同志的见解真让我张了见识！页数大可以压缩到50页，何必浪费纸张呢？难道孔夫子没教育你怎么搞环保？评论到此结束，懒得浪费我得笔墨！,0
地点和位置很好，晚上比较安静，设施较全。对于一般的自助游来说比较合适。,2
这机子外边的透明窗设计的不错，不用翻盖看时间，对屏也是个保护，还省了一个屏，这样也省电不少，银子也一起省了，触摸屏感觉不错，总算不用按来按去发短信了，只是还没用熟，感觉错字多了点，铃声一般，内存小了点，能下游戏我很开心,2
满心欢喜想看这本书的，想不到当当哪个家伙竟给我送了两本完全搭不到边的书来！！在当当买了这么久东西，这事还是头一次遇到。气死我了！！,0
昨天我把这套书看完了，结尾我不是很喜欢有点太戏剧了，但对书中的主人公却是最好的安排，我去过新疆，但是因为时间太短加之新疆的地域有点过于广阔所以好多的地方都没去成，看完这本书之后我又有了去新疆的念头，也因为深深的喜欢上了这个帅哥和尚，也找了几本佛经看看，就是有点看不懂，慢慢来吧，小春继续你的写作，我支持你,1
电池续航时间长，约7小时，体积小巧，键盘不错，还带XP系统，比较省心，自己分区也很方便。,2
还不错，512卡，双电，2700元,2
于丹的心得，在电视上看过，也上网看过，记得在大学的时候老师还放给我们看过， 现在看有书，就买了一本，翻了翻感觉挺好，还有书签，印刷是彩色的，也很好。上次评论打的分数不知道怎么的，是很差？不知能不能改啊，应该是很好，喜欢,0
