标签,内容
0,"住的是350的大床房,以四星标准衡量的话,家具太旧,房间太小,早餐品种单一,别的总体来说还可以吧,地段不错,服务也满好."
1,不是很喜欢，讲得都是些对待健康的态度什么的，具体的知识只是粗略的涉及~~~没什么实际的参照作用。~~！！
1,电源哧哧乱响，不过已经找LENOVO换了个！上下壳吻合度差了点，左托有点松！换内存不是很方便，拆的时候差点把触控板的连接线扯下来！搞不清楚为什么不能用螺丝机械固定，非得用个双面胶粘！模具只能说一般了！
1,真的是一家最最不适合入住的酒店！先是服务态度的恶劣程度就不适宜入住！举个前台的小事为例：因为是海宁人，在观潮节期间有客户过来，订了二间房，先是刷卡预授权，结帐时说刷不出来了，换别的机子重新直接扣款，刷了有七八次卡才算成功，（前后大概有二十分钟吧，一点歉意也没有，反到好象是我做错了什么，不该给她出难题似的）我让她一定记得要把预授权取消，她说是30天后会自动取消，今天收到银行对帐单，扣了二次款，还得去和他们交涉。真真是烦~~再也没有下次了，海宁宾馆！
1,"散热比我期望的有点儿差距，键盘处温度不高，底盘的热量较大。不知道夏天会怎样。如果晚几天买，可能买e43g,显卡不大用得着。"
1,书本的质量很差：收到的书本前面几页装订反了，有几页本来就没有装订好，直接就可以拿下来。寄回当当网换货，20多天了，一点消息都没有，写了邮件通知换货的原因，却没有见到任何回复。为了要换货，我还要特意去跑一趟邮局。这次买书简直是受气。这样的服务也太差了。
0,"酒店地理位置比较好.附近有家""敦煌海鲜酒家""早茶不错。还有大型超市""麦凯乐""也在不远处.酒店的整体性价比属于中高."
1,我跟本就没有收到这本书，你们网站到底是怎么一回事。买了本书到了现在还没有收到。我真的很失望，书都没有收到叫我写什么评论。多的不想说了，就是一句话，我在你们那里买了这本书，到现在我都没有还没有收到书。
1,能斗好强的个性让人不是那么舒服。个人不太喜欢。如果人人都要以这个为榜样，那职场就变得太可怕了。
1,在用了近一年的时候，坏了，按8键就老是死机，返厂维修后，拿来用了不到一个月，1键又出现问题了，几度郁闷中。再就是，没有短信阅读的快捷键，而且机器的反应很慢。
1,附赠的硬盘、原装鼠标、包和内存条都还可以，瑞星杀毒软件的序列号在哪里？？？？看评论回复说是有个刮刮卡，不知道那位大侠在赠品里面见过，我是没找到。
0,已经住过几次这家酒店，感觉非常好。服务员态度友善，又够专业，客房的装设时尚、舒适，配套设施齐全，使用起来很方便。总之，来郑州，住索菲特是个很好的选择。
1,酒店只能用几个字来形容，脏乱差，半夜三更有按摩小姐骚扰你，让你休息不好！如果你抗议，小姐会告诉你这是他们的协议！不知道什么协议？
0,这是森在获得诺贝尔经济学奖后一部里程碑式的著作，全书从经济、政治、社会、价值观等方面系统阐述了这样一种发展观：自由是发展的首要目的，也是促进发展的不可缺少的手段。可惜我国的发展观里实质上缺少的就是此书所阐述的；国内也很难有这样的佳作，一是缺少这样发展观的学者，就算有也难以发表，可悲可叹
1,"位置相当偏僻,晚上从五环出来,该拐第一个弯的地方连路灯都没有,房间小,二楼的房间要从三楼走下去,没体会他们能提供什么服务,连出租车都不给定.绝对不建议入住."
1,1.体积较大； 2.不支持外部影音文件的播放； 3.电池待机时间一般。
1,看了《公平定律》中兄弟恩怨一章，我想说“一个巴掌拍不响”，孙寅贵在替自己辩解洗冤，反而让观者心生反感。孙老板有钱用1500万炒作此书，为什么迫不及待地要卖自己天津百龙公司呢！
0,屏不错，，我装XP很顺利，不知道别人怎么装的；数字键偏软，主要是看重电池，不过到底好不好要多用一段时间才知道
0,1、款式漂亮，键盘感觉很酷，商务气息十足。 2、性能价比强，双核＋2G内存＋320G硬盘＋512M独显只买5399。 3、整体散热控制还算满意。
0,配置是不错的 很怕显示屏不好 检测下来还不错 外壳一般化 在这个价位上就可以了 运行2小时后有点热 不烫手 xp很好装
0,清晨，坐着3路公交车摇摇晃晃去西站，不料坐我前面的大伯拉开窗门。嘻嘻嘻...的几下，把白色液体从鼻子处分离。当时我正手拿蒙牛纯牛奶...我奋力向后倾，与戈壁姐姐对视一下然后沉默了。
0,若果你已看過安妮寶貝的書，并且感到喜歡。那么，這本書必定不會令你失望。因為它依舊是安妮寶貝的風格。目前最喜歡的還是安妮寶貝的《彼岸花》和《清醒紀》。是在最絕望的時候第一次看安的書的，帶來了拯救。因此很感激安，亦很佩服安。她是我最喜歡的作家之一。記得那時是每晚把《清醒紀》擺在床邊，入睡前隨意翻幾頁來看，這樣才能安然入睡。
1,新买来的书，刚看了一次就全都掉页了！！！！
1,抵制日货，不如先抵制蒙牛！
1,VISTA太难用，没有驱动光盘，厂家就不能搞一个吗，弄张盘有花不了几毛钱，要以人为本啊
0,黯然泪下，不是为了查理的死，是因为查理与小托的兄弟情深感动了我。小托决定上战场的一个重要原因是，无法想象与查理分离的痛苦。他们这辈子一直生活在一起，分享所有的事情，包括对茉莉的爱。查理在紧要关头，宁愿违反军令，也不曾离开受伤的小托半步。最后，两兄弟既不得不分离，而我相信，小托也会坚强的走下去，因为他答应了查理会好好照顾其他人，他和查理有了要用一生来信守的诺言。
0,在《潇然梦》中，记得冰依是一个无梦的人，在本书中怎么会做梦了啊？在冰依修习了水系魔法以后，做噩梦，祁然也可以作证。
0,每次来福州都住这里，比刚开始贵了不少。不过就是喜欢他们家的羽绒被，比我自己买的舒服。不知道酒店考不考虑将被子出售，如果是新的的话。早餐也还不错。
1,孩子不喜欢，也许不适合他的年龄吧
1,两星级的设施(可能还没有)，四星的收费标准。真不知道四星级是怎么评下来的。和携程宣传有很大的区别。比如说有酒吧，原来是房间内食品。
0,目前在江门的4星级酒店中性价比较高的。周边吃饭购物都比较方便。酒店设施比较旧。
0,超轻啊~单手拿很方便，外形简约大方，喜欢。送的东西很实惠。内存，硬盘。间接升级啦。京东送货真是飞速啊，头天下午下订单，第二天上午就送货了。表扬
0,很喜欢，而且解放北路也很漂亮，住这里晚上出来散步很好
1,1.操作手感不舒服，特别是较短键程的五维摇杆令其定位感欠佳。2.屏幕色彩比较黯淡、强光下表现不佳。3.不支持MP3音乐，令人惋惜。4.拍照程序响应速度缓慢，取景不流畅，取景效果黯淡，实为嘘头。
0,很不错的酒店!!已经第二次入住了!!这次用了宽带!如此的快简直难以想象!!房间布置也相当不错!!服务也好!!第二次入住经理还打电话上来做个问卷调查!哈哈!!不愧是4星的啊!价格也蛮合理的!下次来的话基本就是这家了
1,我们一家厦门四日游的最后一天就是选择了这家酒店，简直后悔死了。先说交通，酒店有自己的码头，不过一小时只有一班船，错过就得苦等。而且码头也很简陋，我们一家有老有小，每次上下船都得小心翼翼。再说环境，我们订的是豪华房，跑进去一看：里面的设施陈旧，衣柜的门很难关上，地板没扫干净。最要命的是空调只能制冷，浴室没有浴霸。大冬天的，岛上还比市区要低1－2度。打开水龙头，水是黄的，热水也很小，不要说洗澡，洗个脸都勉强。拉开窗帘，外面是一片工地！住在酒店里，心比天气还要冷...喜欢清静的人大概会喜欢这里，因为除了总台有2个人，其他工作人员基本难得一见，所以要什么都得自己想办法。本来想打个市话，结果告诉我开通市话要10元／天，晕！我就打个问讯电话，还是用手机吧！
1,散热不好，太重，本本合起来竖放包里时，上下两边会分开好大的口，显示屏和键盘合起来时最好有个卡就好了，另外这款是不是没有遥控的？
1,一本一本慢慢的看，原以来书的封面有问题而已，最后发现书内容装订都有问题。希望以后不要收到类似这样的书了，害得我都不想在这儿购买，唉！刚刚又订了一些书，希望不要再会出现这些问题。。
1,买前不知道这个酷睿双核原来是简版的。。。不过这个价钱也不冤了。 也系统比较麻烦，还好有高人指点才顺利安装了XP。也不知驱动都下全了没，暂时先凑合用着了。
1,"产品性能太差,待机时间短.烂货!"
1,牛奶这事情是比较麻烦。进口的喝不起，蒙牛伊利是不敢喝的，选择三元，还得小心地挑北京产的，因为不小心就会买上原三鹿那产的。
0,"很好,风景美极了,窗户下面就是海,在边上的酒吧喝着啤酒,看着海景,简直太享受了,下次去还会去住这家酒店"
